Name,Gender
Dasa‌mg,1
Dewibhatta,1
Dhirene,1
Nimsam,1
Pumjab,1
Pemdorje,1
Phanainda,1
Minamanorbu,1
Mirakahanga,1
Yajnas‍war,1
Warisharaj,1
Sane्‍g,1
Enaraj,1
Khilen,1
Girjaman,1
Got,1
Dambaraman,1
Prananath,1
Phayandra,1
Monindra,1
Yoginda,1
Yonesh,1
Laim,1
Lakpachhiri,1
Shumashajumg,1
Hanala,1
Imehanga,1
Emil,1
Kendrahanga,1
Kesharajumg,1
Kesuhan,1
Khapanasimh,1
Gandule,1
Giresh,1
Goreswar,1
Chetahanga,1
Juwarasim,1
Darjaman,1
Dukchaman,1
Dornacharya,1
Drawalal,1
Pendra,1
Bhaktahan,1
Ranjanasim,1
Raijin,1
Rajadanta,1
Rupahanga,1
Walawan,1
Washin‍g,1
Wudhanga,1
Shukhashanti,1
Saluhanga,1
Sarkai,1
Subinrda,1
Seikapaman,1
Himmahan,1
Aratra,1
Inakal,1
Imosh,1
Chatyan,1
Dikshan,1
Thaklahanga,1
Namatige,1
Nilim,1
Pukaraj,1
Phadinrda,1
Maotasetun,1
Yudra,1
Ratnajit,1
Romanahan,1
Lichan,1
Wiswa‌,1
Warijesh,1
Senchhehahan,1
Sohanga,1
Akkshit,1
Abisekh,1
Ilon,1
Ugindra,1
Karipahan,1
Janawandu,1
Dipensa,1
Nanam,1
Naisan,1
Nisabhan,1
Nisaman,1
Baladhadra,1
Bhaguwan,1
Manabhagat,1
Lepmuhanga,1
Wimash,1
Sukawaba,1
Sa‌‌‌‌‌‌‌‌mjiw,1
Hilsan,1
Khilap,1
Khegendra,1
Khemamanai,1
Thupten,1
Bhandi,1
Bhupedra,1
Romal,1
Sedup,1
Khenta,1
Chandrasim,1
Chhitan,1
Taigan,1
Thakar,1
Tenjun,1
Tew,1
Net,1
Puste,1
Yahosu,1
Ramelakshe,1
Rikhidhan,1
Rewataram,1
Lawasan,1
Wiwahan,1
Shanjiw,1
Shubahan,1
Saipalas,1
Sonamala,1
Hisela,1
Kiwaraj,1
Dapendra,1
Ningawahanga,1
Purundhwaj,1
Labsan,1
Hadendra,1
Tripa,1
Kariparam,1
Ghanekanta,1
Takasan,1
Dudindra,1
Nyuden,1
Mukdhwaj,1
Yamaras,1
Lit,1
Sanadawa,1
Ujindra,1
Kawishor,1
Gumme,1
Gewendra,1
Godri,1
Chiram,1
Chupendra,1
Chej,1
Dith,1
Tatar,1
Tiyayu,1
Thaw,1
Dalasim,1
Nach,1
Narirpa,1
Pakath,1
Piwuhanga,1
Buwan,1
Mirga,1
Yukenda,1
Yojnendra,1
Langre,1
Lasohanga,1
Waku,1
Wage,1
Wewendra,1
Wobai,1
Suktra,1
Sudananda,1
Jonathal,1
Tenewa,1
Thesekpa,1
Panjap,1
Padak,1
Yuku,1
Yuhanga,1
Wudros,1
Hosen,1
.wasanta,1
Ewuraj,1
Khemik,1
Gob,1
Dokindra,1
Dhaniwanta,1
Purunadh‍j,1
Yuwawijnan,1
Waudhda,1
Shartak,1
Henindra,1
Holok,1
Archin,1
Grijan,1
Dolesha‍war,1
Neth,1
Bhuwanapati,1
Himanasu,1
Ahish,1
Khagenandra,1
Thegin,1
Tulashera,1
Pawik,1
Pipin,1
Bishes‍war,1
Yamesh,1
Shubhalabh,1
Jod,1
Dholak,1
Da‍urga,1
Narsin,1
Nawajiwan,1
Bharje,1
Bhimendra,1
Rastaman,1
Rumahan,1
Shalig,1
Salapakaram,1
Sure‍n,1
Anaimardan,1
Upanath,1
Chame,1
Jyanga,1
Jhakin,1
Tekandra,1
Dhanaharka,1
Nithu,1
Nogendra,1
Birmal,1
Manaijanga,1
Manijan,1
Manijanga,1
Medona,1
Monaj,1
Yadam,1
Ripendra,1
Liul,1
Wanj,1
Wijes,1
Wirajit,1
Sanik,1
Samaranga,1
Ajib,1
Ihanna,1
Golchha,1
Chamendra,1
Thumd,1
Mojej,1
Yantrik,1
Rokhan,1
Shibahari,1
Shurath,1
Sudar,1
Hos,1
Amarith,1
Kewalajanag,1
Khagendru,1
Niwin,1
Parmeswar,1
Bakindra,1
Shomit,1
Aawasyak,1
Judya,1
Jhup,1
Tirawal,1
Luhanga,1
Awatares‍war,1
Uddim,1
Khagena‍्dra,1
Gunaendra,1
Dibesh,1
Parithwijanga,1
Balanar,1
Bhawaniswar,1
Lalchan,1
Shibaji,1
Sam‍b,1
Jnanardan,1
Achchha,1
Indrasur,1
Ures,1
Kalabhan,1
Keharasim,1
Chhirigan,1
Janapal,1
Thanga,1
Thamakarna,1
Diwanga,1
Deshim,1
Dhyanendra,1
Pritijumg,1
Pa‍्rem,1
Badra,1
Bamalakarisna,1
Bhakra,1
Monahan,1
Sam‌gam,1
Samahan,1
Sawire,1
Simnawir,1
Agnisur,1
Indrjit,1
Rishisur,1
Dhanpal,1
Pajhmahanga,1
Shaktisur,1
Aanadorchi,1
Aangadawa,1
Kiwahanga,1
Karituman,1
Gade,1
Gelwu,1
Ninamari,1
Nimasi,1
Date,1
Daude,1
Nimnuri,1
Pemanurwa,1
Pemchhiri,1
Pemnuri,1
Pemshanga,1
Pemsanga,1
Phuragyaljen,1
Birin,1
Ladorchi,1
Lyadorchi,1
Lha,1
Wilshan,1
Shubhaprabhat,1
Sattis,1
Sub‍wa,1
Aanachhiri,1
Aangapasanga,1
Gajab,1
Nidar,1
Nimdapa,1
Temphurwa,1
Dochhiri,1
Dochhodar,1
Dotemba,1
Nimare,1
Padorchi,1
Parakash,1
Parbhuram,1
Pawihanga,1
Pyamanuri,1
Bibiraj,1
Bhukur,1
Rajane,1
Samdew,1
Sahenasan,1
San‍ge,1
Sukachhiri,1
Sonarwu,1
Somputar,1
Adhipan,1
Aiuphandya,1
Garwalal,1
Nimja,1
Chhenwihan,1
Juaal,1
Tayaden,1
Dawendra,1
Nachindra,1
Nawalasim,1
Nimdorje,1
Nishahan,1
Pasananima,1
Prate,1
Phursanga,1
Bele,1
Bhaudal,1
Matemwa,1
Yanadorchi,1
Witen,1
Wimanta,1
Shudan,1
Sheradhan,1
Sanachhiri,1
Sunachhiri,1
Su्bwa,1
Sobu,1
Sowu,1
Habwa,1
Hawiraj,1
Ade,1
Uddham,1
Kachuk,1
Karipasur,1
Gajap,1
Jayadesh,1
Diwahan,1
Nawahanga,1
Nichhahan,1
Bhupajit,1
Manaihan,1
Ramsera,1
Shukram,1
Sarakuman,1
Sukhe,1
Uddhi,1
Urwin,1
Gothaman,1
Ghalaram,1
Jimihan,1
Diwaram,1
Pan‍dit,1
Bobihan,1
Rarahan,1
Soshan,1
Gana‍esh,1
Ghamu,1
Dharbhadhwaj,1
Nawajit,1
Ninamako,1
Nilahan,1
Prarsha,1
Maktuhan,1
Minmahan,1
Rumge,1
Rahanasimh,1
Rake,1
Ragam,1
Wirshe,1
Shahi,1
Shiroj,1
Samte,1
Saitaman,1
Sangakehan,1
Suntumahan,1
Senmuhanga,1
Arunjal,1
Gaidhe,1
"Dhire,man",1
Lawasamg,1
Shahiman,1
Sagaramatha,1
Saipinte,1
Gajure,1
Golphe,1
Bhujendra,1
Rithuram,1
Kausul,1
Chhakun,1
Bahu,1
Meghadal,1
Renkhe,1
Wipiyo,1
Wokane,1
Shamashe‍r,1
Hiranda,1
Aande,1
Onu,1
Gandak,1
Jhaure,1
Tendere,1
Dirgaman,1
Parthadhwaj,1
Bhuim,1
Bhompal,1
Shiddartha,1
Shubhadew,1
Shompa,1
Suwihan,1
Anidal,1
Aimane,1
Jhappu,1
Tumendra,1
Dattaram,1
Bhotaman,1
Shiwaje,1
Sugrim,1
Suryajit,1
Abilash,1
Amwihan,1
Aanandra,1
Aayindra,1
Intar,1
Uttaraj,1
Udan,1
Karipashur,1
Kwantam,1
Chhiwawun,1
Jituhan,1
Tayahanga,1
Taradhan,1
Ten‍jin,1
Dibun,1
Diluhan,1
Dhiwahan,1
Namchhon,1
Buluhanga,1
Manajas,1
Landan,1
Shaktiram,1
Shiddi,1
Sanajil,1
Sanalait,1
Santusta,1
Samuhanga,1
Sanami,1
Sim‌ge,1
Siwaram,1
Hanakin,1
Jnabihanga,1
Awihan,1
Giradhan,1
Champhe,1
Dipuhan,1
Diwun,1
Nirut,1
Panamihanga,1
Purnadip,1
Bamasarka,1
Buddhihanga,1
Buluhan,1
Miyahan,1
Yanadorche,1
Rumk,1
Lonachha,1
Lobhis,1
Wawiram,1
Shashihanga,1
Shantalaram,1
Hiwa,1
Jnanin,1
Amararit,1
As‍iwan,1
Aangada,1
Ushal,1
Elishan,1
Onanun,1
Kismal,1
Kus‍win,1
Kharuhan,1
Ganiraj,1
Gemaraj,1
Gri,1
Chumkha,1
Jhyape,1
Disimi,1
Digan,1
Tayahan,1
Tirthe,1
Dinunga,1
Dipenahan,1
Dilun,1
Diwahanga,1
Nanahanga,1
Nadiwi,1
Namachhonga,1
Namasam,1
Namnuhan,1
Naraj,1
Pradup,1
Pritiraj,1
Babhishek,1
Banke,1
Budde,1
Bhawihanga,1
Bhimasin,1
Midas,1
Minor,1
Mintan,1
Minmahanga,1
Milsan,1
Misham,1
Mukacha,1
Mumi,1
Rudip,1
Rumilun,1
Ruwalun,1
Lagane,1
Lenta,1
Wawihan,1
Waruhan,1
Wiesa,1
Shakhya,1
Shibaram,1
Shirahanga,1
Shumba,1
Satyajum,1
Satrjit,1
Sahawew,1
Sapten,1
Sirichandra,1
Suwwa,1
Senmahan,1
Sthunkohanga,1
Hiwahanga,1
Henkuhan,1
Khusikaji,1
Garjadhan,1
Guthure,1
Chasumahan,1
Chhabe,1
Jes‍th,1
Jokha,1
Jhanda,1
Diwal,1
Dukra,1
Thampu,1
Dhilunga,1
Namchhuwa,1
Nammi,1
Ninamahan,1
Nirabh,1
Pukaramanai,1
Premash,1
Babihan,1
Budhadew,1
Bridim,1
Mikak,1
Munahanga,1
Yumihanag,1
Yojnan,1
Wis‍waman,1
Henawunga,1
Ajich,1
Abhishak,1
Aanayun,1
Owan,1
Keris,1
Gumbhe,1
Gauram,1
Charanajit,1
Chawa,1
Chhenlunga,1
Chhemwihanga,1
Joshil,1
Denjera,1
Diyahanga,1
Dewattam,1
Namachhuwachha,1
Nimahanga,1
Niyon,1
Nirpajumg,1
Nunkha,1
Pawihan,1
Porakh,1
Pratiraj,1
Prarwat,1
Prawahanga,1
Babindha,1
Baladhan,1
Bhikendra,1
Bhishanaha‍nga,1
Bhuktalal,1
Yanama,1
Lmahan,1
Wasipkha,1
Wijenradra,1
Wishuraj,1
Wauraj,1
Shubhayatra,1
Senmikha,1
Sompukkha,1
Hankhim,1
Hititma,1
Henkhenabunga,1
Udayahanga,1
Kusuhanga,1
Kusmahanga,1
Josi,1
Tanjin,1
Datempa,1
Dipane,1
Debharaj,1
Dewanuri,1
Nayanraj,1
Nimna,1
Pabihanga,1
Bis‍wahan,1
Mimahanga,1
Yawahan,1
Rachhe,1
Wajh,1
Widay,1
Wisuhan,1
Shibahanga,1
Shura,1
Surjahanga,1
Sohon,1
Hanganichha,1
Horijan,1
Abim,1
Aanababu,1
Gaware,1
Namchhowa,1
Ninahan,1
Parihan,1
Pasnuri,1
Bukam,1
Midu,1
Mide,1
Ladarachi,1
Sakuhanga,1
Sunish,1
Hungamasun,1
Abil,1
Amwiraj,1
Kudar,1
Paha‍l,1
Purane,1
Bhale,1
Majan,1
Yongachhen,1
Riyahanga,1
Rul,1
Wede,1
Womaraj,1
Shaij,1
Sagre,1
Kunadew,1
Guththe,1
Chamaharka,1
Chitrangat,1
Chhoyahan,1
Thiru,1
Diw‍yaraj,1
Daib,1
Nawaramaj,1
Parwate,1
Purushotta‍m,1
Bakram,1
Ma‍in,1
Rubihan,1
Wirna,1
Wekh,1
Wauwa,1
Shuddharaj,1
Srijwal,1
Samkharaj,1
Sobhaw,1
Adaksha,1
Aaisor,1
Katle,1
Gabhwir,1
Gurtha,1
Jiwindra,1
Duse,1
Dilihan,1
Dhamachandra,1
Piwanta,1
Barije,1
Mankesh,1
Mandeu,1
Milanakas,1
Rawinakaji,1
Wiswijit,1
Santak,1
Sukunu,1
Swayash,1
Harkapal,1
Jnanit,1
Akshu,1
Ajayadip,1
Anauhan,1
Adam,1
Anisan,1
Anjib,1
Ambiraj,1
Aangatenji,1
Kaisim,1
Kumbhe,1
Khabar,1
Khaware,1
Guga,1
Gelum,1
Gowinde,1
Chasan,1
Chursa,1
Chondra,1
Chausur,1
Jayabahaduramagarabhanne,1
Jodhan,1
Dibiraj,1
Danchan,1
Nabh,1
Nayaraj,1
Nimphe,1
Parshe,1
Pashurram,1
Payahanga,1
Bhajaman,1
Riwan,1
Rosam,1
Wawindru,1
Wijines,1
Widhay,1
Shundre,1
Suryadhan,1
Jnanatosh,1
Jnan‍dip,1
Ichchha्,1
Isahan,1
Gume,1
Geg,1
Chiranjawi,1
Jhagaraman,1
Takal,1
Padhdam,1
Piche,1
Pespa,1
Prirthi,1
Phurtemma,1
Baken,1
Bapin,1
Bhabaraj,1
Rab,1
"Sharana,",1
Shubhajit,1
Samon,1
Ajibh,1
Khaden‍dra,1
Cham‍wu,1
Jitadhan,1
Jidhan,1
Datinji,1
Pamir,1
Paspat,1
Bishap,1
Manidhwaj,1
Man‍tosh,1
Rewatiram,1
Wimas,1
Sharku,1
Shantapurna,1
Shodesh,1
San‍toshe,1
Hiradayaraj,1
Hudhda,1
Humendra,1
Ekamaraj,1
Kimal,1
Johon,1
Dhamanda,1
Nikhu,1
Maghe,1
Yakindra,1
Lilamadi,1
Lush,1
Wib,1
Shumbha,1
Iraj,1
Udak,1
Okhate,1
Ka,1
Kaja‍han,1
Khagrendra,1
Khachhuman,1
Khuwindra,1
Gojaraj,1
Chenja,1
Tapiram,1
Diparas,1
Dumja,1
Pritidhan,1
Phattha,1
Phajendra,1
Bigam,1
Manashera,1
Maisham,1
Shudesh,1
Aaiwin,1
Ejisapun,1
Onchonahan,1
Kirpa,1
Kuladhwoj,1
Khemaraw,1
Jasajit,1
Jepiwan,1
Thambun,1
Dhyanakumar,1
Bharjaman,1
Mumtriman,1
Majagut,1
Yanakam,1
Risidhan,1
Wiswasundar,1
Shasra,1
Sumanasan,1
Hiraj,1
H‍wan,1
Achha,1
Adihan,1
Aaraena,1
Ubh,1
Amkul,1
Karisnapal,1
Gewen,1
Jayaksan,1
Juddhadh,1
Taison,1
Thumgajit,1
Thimg,1
Dillis,1
Talanga,1
Tarchan,1
Diptiraj,1
Diwanta,1
Dumjahanga,1
Pitraman,1
Pracham,1
Prachar,1
Bajaranath,1
Badiraj,1
Banch,1
Binachandra,1
Bhadsi‌,1
Bhaijit,1
Bhorna,1
Mardashera,1
Muktaraj,1
Rahajit,1
Wibbha,1
Wibhbha,1
Shorabh,1
Sristhaman,1
Sres‍th,1
Satyaram,1
Sanajan,1
Sangar,1
Sagarashashibhushan,1
Suputra,1
Subhashera,1
Suwik,1
Susagar,1
Semihanga,1
Ksham,1
Kshamaraj,1
Ange,1
Ekindra​,1
Gomba,1
Thaparaj,1
Dinoch,1
Naranaprasad,1
Bichindra,1
Bhenanawanga,1
Rajakaji,1
Ramshera,1
Labaji,1
Syamaji,1
Sanetosh,1
Suryajumg,1
Harkajagan,1
Ariman,1
Kine,1
Ganash,1
Chete,1
Darjawu,1
Pemwuraj,1
Yakendra,1
Retam,1
Ronche,1
Shuwba,1
Sakradhan,1
Sannosh,1
‍shumkar,1
Anapal,1
Irmpoten,1
Eleksan,1
Karnaraj,1
Kanchhune,1
Chhatrahari,1
Jarta,1
Puranajan,1
Bhagaw,1
Yuan,1
Ranyamaraj,1
Shahas,1
Sintawa,1
Abhisesh,1
Kongahanga,1
Khemaranjh,1
Gibhendra,1
Thyam,1
Dajanag,1
Dillisrwar,1
Tulanaran,1
Namajanga,1
Baladaw,1
Bhupilal,1
Mohanaswar,1
Ramwikram,1
Shih,1
Santoshababu,1
Sarbahan,1
Sudiw,1
Swayan,1
Aanaten‍ji,1
Aangakarma,1
Indorchi,1
Udhdim,1
Ubaraj,1
Kennaraj,1
Konehan,1
Ga‌auriman,1
Nawwa,1
Jhokche,1
Dhanduraj,1
Danari,1
Dilakaji,1
Dewatar,1
Namar,1
Nanuraj,1
Ninamare,1
Nichchha,1
Pemanuri,1
Pemwathile,1
Prachal,1
Premanuri,1
Premnuri,1
Phuranima,1
Baburamn,1
Byujan,1
Bhawichan‍dra,1
Mandeb,1
Marshu,1
Yanawa,1
Yanchaswar,1
Winjan,1
Wu‍ddhi,1
Sharanadew,1
Shilan,1
Sammsera,1
Sajok,1
Sagarachandra,1
Kakhe,1
Kariwyag,1
Dinash,1
Nimdorji,1
Nirkesh,1
Mumak,1
Ram्re,1
Sheraw,1
Sobhite,1
Hansal,1
Harikarsna,1
Aanatemba,1
Aanganima,1
Aabapal,1
Kendip,1
Chin‍tan,1
Jenesh,1
Dakhal,1
Prijesh,1
Pa‍emsan,1
Banthen,1
Wangadi,1
Wibhas,1
Sam‍du,1
Utshaw,1
Chholok,1
Nikish,1
Pe्ma,1
Bauda,1
Manosh,1
Wirdhi,1
Siksan,1
Atiraj,1
Kib,1
Gomwa,1
Jasin,1
Dajanga,1
Pumchadhan,1
Phurlakpa,1
Phurwe,1
Binjal,1
Yorajanga,1
Lagima,1
Lachiri,1
Sairjin,1
Anaphurwa,1
Usap,1
Jibasan,1
Jiwasan,1
Juddaraj,1
Thanajit,1
Datiram,1
Di‍pak,1
Dewaprasad,1
Baradhwaj,1
Bhigur,1
Bhaik,1
Magadhan,1
Maidhwaj,1
Raktam,1
Wisnusera,1
Sa‌augat,1
Himale,1
Jnaindra,1
Iwak,1
Osama,1
Kirtiram,1
Ganjadhan,1
Chamor,1
Juddhe,1
Jaure,1
Dhanarajanga,1
Nilash,1
Pubhu,1
Prajak,1
Prapap,1
Bhalajit,1
Bhumare,1
Ram्lihan,1
Rem‍bo,1
Wartendra,1
Shawa,1
Shitos,1
Shiwajumg,1
Sihesh,1
Sunid,1
Aaomakar,1
Imej,1
Koshan,1
Khecharaj,1
Janadew,1
Jekap,1
Tishal,1
Nirojwal,1
Nirwawachan,1
Ramgi,1
Riwek,1
Reshuman,1
Rotthan,1
Lilanga,1
Wandip,1
Wikap,1
Wige,1
Srarijon,1
Sraritam,1
Subhod,1
Haib,1
Aawek,1
Ilaj,1
Uwas,1
Kiswi,1
Dh‍wase,1
Badhiraj,1
Banahan,1
Bisnaubahadur,1
Milon,1
Lappane,1
Shain,1
Sinagaraj,1
Siddharaj,1
Siwin,1
Sou,1
Hasidal,1
Trimu,1
Aarajesh,1
Dhimaraj,1
Nimsan,1
Punche,1
Ramju,1
Lawaram,1
Wirajesh,1
Jnaniman,1
Injam,1
Kuinsan,1
Chauka,1
Jinath,1
Dutman,1
Shukrajit,1
Trikaji,1
Awar,1
Tope,1
Tapindra,1
Magam,1
Ranagaman,1
Wijambar,1
Apsos,1
Aairin,1
Kuliya,1
Kushule,1
Gariman,1
Gelal,1
Gokuladhan,1
Jiwanakhabal,1
Dib‍yaraj,1
Nandalata,1
Namaduhan,1
Panjadhan,1
Piure,1
Pramanidhi,1
Pralson,1
Prushottam,1
Baldab,1
Mumgat,1
Makule,1
Miches,1
Misre,1
Meghachan,1
Raik,1
Wuw,1
Welas,1
Sheg,1
Sattal,1
Semane,1
Henkibun,1
Angiraj,1
Uddiraj,1
Airakhe,1
Khircha,1
Gumbir,1
Ghamachandra,1
Dina‍esh,1
Nuradat,1
Nejindra,1
Bhupisherachan,1
Ranadh‍woj,1
Rukmi,1
Wasujit,1
Sanubhai,1
Kyamaraj,1
Chharinga,1
Nartam,1
Marsusamg,1
Rich,1
‌sawiraj,1
Amare,1
Gambhire,1
Gorbadhan,1
Chamuharka,1
Jayes,1
Jaware,1
Jairesh,1
Dipajit,1
Donadip,1
Daulathe,1
Drabya,1
Namachuhanga,1
Pusme,1
Banchiman,1
Bibhiraj,1
Moniraj,1
Yeshitu,1
Rupe,1
Wiyam,1
Wishuram,1
Wis‍‍wanath,1
Wunthe,1
Shan‍dip,1
Sukta,1
Sainadhwoj,1
As‍waram,1
Kanchu,1
Kammar,1
Kalahan,1
Kapen,1
Gobaram,1
Ga‌aut,1
Thampuhan,1
Durwas,1
Namares,1
Panan,1
Pudak,1
Prashannadip,1
Bahuraj,1
Banchu,1
Mustang्ga,1
Wuipal,1
Samaj,1
Sa‌gram,1
Henkup,1
Apdil,1
Jagadir,1
Darwu,1
Dalap,1
Pararshu,1
Bhowan,1
Rabhul,1
Ritambar,1
Wirsik,1
Sayaman,1
Seradhan,1
Tribhu,1
Anupajumg,1
Amaritamanai,1
Aajaesh,1
Udmam,1
Kote,1
Khiddi,1
Chakrabhakta,1
Jamadip,1
Jamanasim,1
Jasabal,1
Desi,1
Namakonahan,1
Narah,1
Niratam,1
Nodamanai,1
Purwadhan,1
Baudya,1
Bhailo,1
Mimanga,1
Yakadaw,1
Yadapachandra,1
Ranam,1
Ramanashan,1
Rawidhan,1
Rakarisna,1
Rastraman,1
Rupas,1
Rewatinath,1
Lakkuwir,1
Shasisundar,1
Shadeswar,1
Samjnan,1
Sekenda,1
Haribol,1
Hiranahanga,1
Hod,1
Jnandra,1
Anamaraj,1
Ingalyanda,1
Kanash,1
Kritinidhi,1
Gajinda‍्ra,1
Gandhiw,1
Chaturnath,1
Doraraj,1
Temwachhiri,1
Deutaram,1
Deurataram,1
Narawetal,1
Netrawinod,1
Pirthiraj,1
Pirthuram,1
Pubhanna,1
Mohoni,1
Rimanath,1
Ruwed,1
Wrahma,1
Shuwanath,1
Sraristha,1
Samgaman,1
Samdon,1
Saris,1
Simnga,1
Aasrit,1
Ujendra,1
Karisnahan,1
Gyalju,1
Pemanuru,1
Bauddhasih,1
Maijit,1
Sangayog,1
Somwa,1
Hiranga,1
Khadgasor,1
Gumnaga,1
Dikasera,1
Draunai,1
Nawaraw,1
Pasnuru,1
Prabhunidhi,1
Meyaraman,1
Wagamanai,1
Hunga,1
Adda,1
Khekal,1
Kheme,1
Thameswar,1
Dikasan,1
Nabu,1
Parwulal,1
Premachanadra,1
Wanchu,1
Shekharajumg,1
Amgej,1
Jales,1
Duke,1
Takat,1
Tayasen,1
Dauda,1
Parte,1
Ridhi,1
Ribindra,1
Widdhya,1
Widhiraj,1
Sandhos,1
Da.suresh,1
Tawin,1
Thawire,1
Nandish,1
Milanabikram,1
Sahuram,1
Hirajanga,1
Aanganuru,1
Ganuraj,1
Gumbe,1
Chammar,1
Tikabahadur,1
Nasunag,1
Puddha,1
Bhojakumar,1
Shubhadramanai,1
Suryajun,1
Husyumm,1
Jnanasim,1
Arthe,1
Kamachhiri,1
Kechiri,1
Galde,1
Nimadorchhi,1
Dajangabu,1
Danaru,1
Nakendra,1
Pepachhiri,1
Pemalakpa,1
Phurdendi,1
Phulakpa,1
Phudorje,1
Budda‍wir,1
Ma‍ngal,1
Aanakarma,1
Aanchhirin,1
Ujla,1
Chamwa,1
Chhalitra,1
Dakhindra,1
Dokche,1
Narahit,1
Nauratam,1
Parbatam,1
Punanath,1
Parithiwal,1
Pemdorarchi,1
Prayagadip,1
Buddhadhan,1
Bhatare,1
Mumgalamanai,1
Ratnadhan,1
Radan,1
Lakchhit,1
Lichindra,1
Writish,1
Shahadip,1
Sarkawir,1
Sipahan,1
Siwuhanga,1
Sa‍uresh,1
Hi्nda,1
Jnalun,1
Ubadaddhab,1
Khurcha,1
Chanakhe,1
Dika‍endra,1
Dubasu,1
Dhipinedra,1
Nepe,1
Biswawandhu,1
Baritish,1
Bhawasagar,1
Rabidhan,1
Rekha​,1
Shakhumr,1
Khechchar,1
Garaj,1
Chusta,1
Jhamkanath,1
Tu्lasi,1
Thamarawaj,1
Dipen‍d,1
Mununda,1
Yadanasimnga,1
Wilon,1
Woge,1
Karisnadhan,1
Den‍di,1
Dajonbu,1
Namdorji,1
Naram,1
Nimatemma,1
Nimawandi,1
Paesuram,1
Premamanai,1
Phuradorchi,1
Bashantakumar,1
Rinchhin,1
Renchhen,1
Sarirja,1
Sauroj,1
Abijal,1
Churaj,1
Thawindra,1
Manijumg,1
Saghumrsha,1
Ugrasen,1
Enam,1
Khumgadhan,1
Ganag,1
Telin,1
Dikamat,1
Degen‍dra,1
Partu,1
Baishakh,1
Makaralal,1
Randhwaj,1
Ramchandar,1
Wanil,1
Waidhan,1
Shuwodh,1
Uddat,1
Kula‍,1
Chudamadi,1
Dumgaraj,1
De‍d,1
Dhegaraj,1
Tikkhe,1
Peg,1
Praw,1
Yaugendra,1
Wudbe,1
Shirakuman,1
Sabdhan,1
Susanaraj,1
Alakh,1
Aaros,1
Khotak,1
Jagusera,1
Dichandra,1
Dipa‍k,1
Daulathamanai,1
Paritikumar,1
Bhaktapur्na,1
Bhabisbar,1
Wanasamani,1
Witram,1
Wishes,1
Sauram,1
Subhajit,1
Agamasim,1
Amaritadhan,1
Aanakoshera,1
Aanageli,1
Aanawan,1
Aanawachyu,1
Aangachhiringa,1
Aayushahanga,1
Aananuru,1
Uttarasim,1
Aulat,1
Kumgesh,1
Kalakatte,1
Ki‍rti,1
Chakradhan,1
Jhoke,1
Tekakarna,1
Tanji,1
Dichan,1
Dewane,1
Daurje,1
Dhanawal,1
Nurwulama,1
Notka,1
Pritiram,1
Babuchhiri,1
Binel,1
Makas,1
Manijar,1
Renam,1
Lidip,1
Wanachi,1
Samjath,1
Suwitaman,1
Serku,1
Asapurna,1
Aaulat,1
Aanawawu,1
Aangadendi,1
Aadamin,1
Aayudhan,1
Aarbi,1
Kitemwa,1
Kulakshetra,1
Grimen,1
Nimajamwu,1
Chendu,1
Jadabu,1
Jaldip,1
Jurong,1
Jestharam,1
Dajanwu,1
Dipbal,1
Dutawir,1
Dauladh,1
Dhanateki,1
Nirpati,1
Parisek,1
Pemadorji,1
Pembanaru,1
Pharalakpa,1
Pharanima,1
Balami,1
Buddhashumkar,1
Bharos,1
Bhumidal,1
Motinanda,1
Raspal,1
Laksheram,1
Ladhudhan,1
Lihan,1
Widdhi,1
Shanadesh,1
Shasibhushan,1
Saiku,1
Sandep,1
Sarkibhadra,1
Alag,1
Isho,1
Ekalabbe,1
Elawi,1
Rishibhadra,1
Khularaj,1
Jitawal,1
Dikpadya,1
Didawal,1
Diroj,1
Niyojan,1
Bambar,1
Bikbas,1
Makun‍d,1
Shanchar,1
Shahadhan,1
Shukramani,1
Sakrajit,1
Siddheswar,1
Ajam‍war,1
Katake,1
Kalayan,1
Gowidhan,1
Jagate,1
Dilli्,1
Tinoj,1
Tob,1
Digoikhanam,1
Pariyan,1
Pradun,1
Prabhe,1
Bhure,1
Sarane,1
Hamwar,1
Ammale,1
Aasike,1
Kanchuram,1
Kalakar,1
Klabh,1
Khusaman,1
Gabaju,1
Gaide,1
Changabunga,1
Jumgam,1
Jayatap,1
Jagire,1
Tirthapal,1
Thamawiraman,1
Dipakak,1
Dhanajur,1
Dhyak,1
Nimrod,1
Niruraj,1
Nirjun,1
Pathan,1
Paisuram,1
Pa‍ncha,1
Phatilal,1
Bandranga,1
Bachidhan,1
Bawukaji,1
Bishuhanga,1
Bhawajit,1
Maldim,1
Mawal,1
Munmahan,1
Yuwahanga,1
Yusup,1
Lera,1
Wache,1
Walashor,1
Widra,1
Wishuhan,1
Welasan,1
Hawasimh,1
Hanku,1
Hiraram,1
Henkhumahanga,1
Arthasin,1
Kesaraman,1
Thamasir,1
Naranae,1
Bunabahanag,1
Bhomadal,1
Maddhip,1
Manaman,1
Yanakhim,1
Ramawit,1
Shusam,1
Situram,1
Hanag,1
Abidal,1
Aashapura,1
Gurja,1
Chokaraj,1
Jimadal,1
Diparaw,1
Dilash,1
Dewendraman,1
Nakhol,1
Parjan,1
Proges,1
Bache,1
Bettal,1
Bhanumak‍t,1
Bhoje,1
Manl,1
Santoke,1
Samjhe,1
